"SalesDate","Organization","DayOfInterest","DayOfInterestCode","DayOfWeek","DayOfWeekCode","InKingCounty","InKitsapCounty","InPierceCounty","InSnohomishCounty","InSpokaneCounty","InVancouver","IsOrdinaryDay","Log1pDaysSinceOpening","NumLocationsGroup"
2017-03-05,"#HASHTAG","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.53813982376767,1
2017-03-05,"112TH STREET CANNABIS","N/A",0,"Sunday",1,0,0,1,0,0,0,1,5.39362754635236,1
2017-03-05,"2020 SOLUTIONS","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,2
2017-03-05,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"25 TREES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.11146733950268,1
2017-03-05,"365 RECREATIONAL CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.45047042214418,2
2017-03-05,"420 CARPENTER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"420 HOLIDAY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"420 SPOT SHOP","N/A",0,"Sunday",1,0,1,0,0,0,0,1,6.59714570188665,1
2017-03-05,"4:20 FRIENDLY","N/A",0,"Sunday",1,0,0,0,0,1,0,1,6.59714570188665,1
2017-03-05,"A BUD & LEAF","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.55393340402581,2
2017-03-05,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,3.46573590279973,1
2017-03-05,"AMERICAN MARY","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.4393503711001,1
2017-03-05,"ANACORTES CANNABIS","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.74300318780948,1
2017-03-05,"APEX CANNABIS","N/A",0,"Sunday",1,0,0,0,0,1,0,1,5.15329159449778,2
2017-03-05,"B STREET BUD","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.08904487544685,1
2017-03-05,"BAD ASS WEED CO.","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.19644412779452,1
2017-03-05,"BATSTONE BUD SHOP","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.90536184805457,1
2017-03-05,"BELLEVUE MARIJUANA","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"BETTER BUDS","N/A",0,"Sunday",1,0,1,0,0,0,0,1,5.40717177146012,2
2017-03-05,"BLOWIN SMOKE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.33505425149806,1
2017-03-05,"BUD COMMANDER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"BUD HUT","N/A",0,"Sunday",1,1,0,0,1,0,1,1,6.59714570188665,5
2017-03-05,"BUD NATION","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.46769872610435,1
2017-03-05,"BUDDY'S","N/A",0,"Sunday",1,1,0,0,0,0,0,1,5.7268477475872,1
2017-03-05,"BUDEEZ","N/A",0,"Sunday",1,0,1,0,0,0,0,1,5.74939298590825,1
2017-03-05,"BUDHUT","N/A",0,"Sunday",1,0,0,0,1,0,0,1,5.48479693349065,1
2017-03-05,"BUDS GARAGE","N/A",0,"Sunday",1,0,0,0,1,0,0,1,5.82894561761021,1
2017-03-05,"CANNA WEST SEATTLE","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.7361984483945,1
2017-03-05,"CANNA4LIFE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.4723462945009,1
2017-03-05,"CANNABIS & GLASS","N/A",0,"Sunday",1,0,0,0,0,1,0,1,6.59714570188665,1
2017-03-05,"CANNABIS 21","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.41836493593621,1
2017-03-05,"CANNABIS CENTRAL","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CANNABIS CITY","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CANNABIS COAST","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.26909628370626,1
2017-03-05,"CANNABIS COUNTRY STORE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CANNABIS PROVISIONS INC.","N/A",0,"Sunday",1,1,0,0,0,0,0,1,5.65948221575962,1
2017-03-05,"CANNABIS PROVISIONS INC. MUKILTEO","N/A",0,"Sunday",1,0,0,0,1,0,0,1,5.42934562895444,1
2017-03-05,"CANNABIS SUPER STORE LLC","N/A",0,"Sunday",1,0,1,0,0,0,0,1,5.11198778835654,1
2017-03-05,"CANNABIS TREE","N/A",0,"Sunday",1,0,0,0,0,1,0,1,4.07753744390572,1
2017-03-05,"CANNABLYSS","N/A",0,"Sunday",1,0,0,0,1,0,0,1,6.59714570188665,1
2017-03-05,"CANNARAIL STATION","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CANNAREX","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CANNAZONE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.22035582507832,2
2017-03-05,"CASCADE HERB COMPANY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59167373200866,1
2017-03-05,"CASCADE KROPZ","N/A",0,"Sunday",1,0,0,0,1,0,0,1,6.59714570188665,1
2017-03-05,"CHIMACUM CANNABIS","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.605802066296,1
2017-03-05,"CINDER","N/A",0,"Sunday",1,0,0,0,0,1,0,1,6.59714570188665,2
2017-03-05,"CLEAR CHOICE CANNABIS","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.59714570188665,1
2017-03-05,"CLUTCH CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.59714570188665,1
2017-03-05,"CULT. CANNABIS CO.","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.19847871649231,1
2017-03-05,"CUTIE JUDY'S CANNABIS COMPANY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.16478597392351,1
2017-03-05,"DANCING GYPSIES","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.13122648948314,1
2017-03-05,"DANK'S WONDER EMPORIUM","N/A",0,"Sunday",1,0,0,0,0,0,0,1,5.33271879326537,1
2017-03-05,"DESTINATION HIGHWAY 420","N/A",0,"Sunday",1,0,1,0,0,0,0,1,6.19847871649231,1
2017-03-05,"DIAMOND GREEN","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.59714570188665,1
2017-03-05,"DIEGO PELLICER","N/A",0,"Sunday",1,1,0,0,0,0,0,1,5.01727983681492,1
2017-03-05,"DOCKSIDE CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.59714570188665,2
2017-03-05,"EMERALD HAZE CANNABIS EMPORIUM","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.53087762772588,1
2017-03-05,"EMERALD LEAVES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.59714570188665,1
2017-03-05,"EUPHORIUM","N/A",0,"Sunday",1,0,0,0,1,0,0,1,6.3750248198281,1
2017-03-05,"EVERGREEN CANNABIS","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
